interval_begin;interval_end;interval_id;edge_CO2_abs;edge_CO2_normed;edge_CO2_perVeh;edge_CO_abs;edge_CO_normed;edge_CO_perVeh;edge_HC_abs;edge_HC_normed;edge_HC_perVeh;edge_NOx_abs;edge_NOx_normed;edge_NOx_perVeh;edge_PMx_abs;edge_PMx_normed;edge_PMx_perVeh;edge_electricity_abs;edge_electricity_normed;edge_electricity_perVeh;edge_fuel_abs;edge_fuel_normed;edge_fuel_perVeh;edge_id;edge_sampledSeconds;edge_traveltime
0.00;3000.00;806271971;2513891.526419;70880.400181;18527.003741;39886.186784;1124.610530;293.955218;241.968963;6.822433;1.783275;1071.191980;30.202781;7.894524;51.497104;1.451986;0.379526;0;0;0;1080.604886;30.468183;7.963896;-130908153#1;598.76;4.41
0.00;3000.00;806271971;1263763.023774;38775.648901;25668.525120;21707.448213;666.042901;440.904006;129.128904;3.962022;2.622761;543.212653;16.667225;11.033293;25.889526;0.794360;0.525847;0;0;0;543.233804;16.667874;11.033723;-130908153#10;182.20;3.70
0.00;3000.00;806271971;508891.129542;899.273058;169655.360000;7119.161178;12.580431;2373.403234;44.800170;0.079167;14.935589;207.686972;0.367008;69.239187;10.327777;0.018250;3.443099;0;0;0;218.748820;0.386556;72.927013;-130908153#11;108.68;36.23
0.00;3000.00;806271971;5578157.112269;175505.729804;30321.428894;290300.543300;9133.734975;1577.999168;1452.935680;45.713760;7.897785;2510.263051;78.980484;13.645145;131.775811;4.146066;0.716299;0;0;0;2397.933809;75.446266;13.034552;-130908153#2;2942.19;15.99
0.00;3000.00;806271971;1043012.782617;36953.508684;5725.461692;16516.834184;585.184559;90.666675;100.297820;3.553510;0.550570;419.772056;14.872349;2.304276;20.532844;0.727470;0.112712;0;0;0;448.345858;15.884707;2.461127;-130908153#3;388.60;2.13
0.00;3000.00;806271971;2016183.084899;76370.571398;11182.426824;26856.768290;1017.301829;148.956634;171.255790;6.486962;0.949842;834.606387;31.613878;4.629007;41.930404;1.588273;0.232560;0;0;0;866.660804;32.828061;4.806791;-130908153#4;301.40;1.67
0.00;3000.00;806271971;6382203.670880;117050.961410;38789.118941;94398.866098;1731.295114;573.727984;584.343304;10.716979;3.551463;2727.136486;50.016258;16.574717;134.127580;2.459928;0.815187;0;0;0;2743.402592;50.314582;16.673578;-130908153#5;723.66;4.40
0.00;3000.00;806271971;9582820.533185;107955.169356;57416.829431;428145.975624;4823.274228;2565.297385;2175.321420;24.506062;13.033747;4239.721155;47.762536;25.402891;217.684487;2.452322;1.304287;0;0;0;4119.409987;46.407172;24.682030;-130908153#6;5533.86;33.16
0.00;3000.00;806271971;3203085.408158;38739.190584;22866.868001;46372.783089;560.848012;331.055896;288.176592;3.485304;2.057296;1317.568294;15.935113;9.406137;64.682130;0.782287;0.461767;0;0;0;1376.859071;16.652196;9.829415;-130908153#7;1142.90;8.16
0.00;3000.00;806271971;4319819.967969;60011.391081;42585.497021;65085.213076;904.170591;641.620755;401.033852;5.571204;3.953458;1837.938563;25.532835;18.118701;91.193806;1.266874;0.899004;0;0;0;1856.884445;25.796033;18.305473;-130908153#8;560.09;5.52
0.00;3000.00;806271971;1287447.015201;41856.852296;22817.086098;20405.366215;663.409359;361.638959;124.152067;4.036372;2.200315;552.496014;17.962482;9.791742;27.471970;0.893155;0.486879;0;0;0;553.412160;17.992267;9.807979;-130908153#9;148.80;2.64
0.00;3000.00;806271971;124668.131452;975.939446;20121.694222;1356.064519;10.615679;218.871618;9.221055;0.072185;1.488297;47.652275;0.373036;7.691176;2.364865;0.018513;0.381694;0;0;0;53.589224;0.419512;8.649412;-130908227#0;58.18;9.39
0.00;3000.00;806271971;494354.044026;4618.692408;69107.766184;7991.078483;74.659718;1117.105423;48.380803;0.452016;6.763350;210.617519;1.967775;29.443081;10.483260;0.097944;1.465498;0;0;0;212.499610;1.985359;29.706186;-130908227#1;62.84;8.78
0.00;3000.00;806271971;415917.639582;1192.965957;82330.391579;4293.652131;12.315373;849.923224;29.057685;0.083345;5.751933;161.347751;0.462790;31.938591;6.432967;0.018452;1.273398;0;0;0;178.785054;0.512805;35.390284;-130908298;165.03;32.67
0.00;3000.00;806271971;120330.431567;2316.273947;39497.741744;2411.438873;46.418458;791.540333;13.841229;0.266434;4.543300;51.552794;0.992354;16.921895;2.414140;0.046470;0.792427;0;0;0;51.724894;0.995667;16.978386;-130927098#0;23.15;7.60
0.00;3000.00;806271971;55578.145920;525.147835;55621.942725;1074.100854;10.148984;1074.947269;6.186764;0.058458;6.191640;23.758533;0.224490;23.777255;1.114425;0.010530;1.115303;0;0;0;23.890629;0.225738;23.909455;-130927098#1;12.93;12.94
0.00;3000.00;806271971;581023.946439;7929.361262;16687.223178;5717.921403;78.033728;164.220823;39.341019;0.536896;1.129889;223.228898;3.046454;6.411217;8.742968;0.119317;0.251101;0;0;0;249.757338;3.408493;7.173123;-131052342#0;234.29;6.73
0.00;3000.00;806271971;824891.821773;8428.013505;18838.309994;7350.908229;75.105065;167.874968;52.452408;0.535912;1.197872;313.278318;3.200800;7.154434;11.956635;0.122162;0.273057;0;0;0;354.585845;3.622844;8.097787;-131052342#1;401.68;9.17
0.00;3000.00;806271971;328078.584034;5381.278032;9922.935960;3233.871360;53.043270;97.810403;22.239436;0.364780;0.672645;124.759739;2.046360;3.773434;4.758030;0.078043;0.143910;0;0;0;141.027246;2.313186;4.265455;-131052367;201.33;6.09
0.00;3000.00;806271971;172663.912039;8881.127066;5076.124759;3419.898776;175.905638;100.541176;19.602463;1.008271;0.576290;70.444073;3.623356;2.070976;3.018294;0.155249;0.088734;0;0;0;74.221528;3.817653;2.182029;-131520161#0;93.96;2.76
0.00;3000.00;806271971;1287252.168289;10719.657196;41564.272979;18053.907911;150.344826;582.945265;112.448628;0.936422;3.630870;523.477426;4.359285;16.902639;22.522460;0.187557;0.727231;0;0;0;553.333624;4.607914;17.866670;-131520161#1;388.06;12.53
